name,balance,compiler,address,date,settings,txcount,hash_sha512
ERC20MintableRecoverable,0 Ether,0.6.12,0x878CF148ccBb50426043a9AFFe54Ba408221C7fA,3/19/2021,,3,9b2b1f33e1b28204742ad49a769c7faa741656664ee8d4e29b60eae6877fd9154d8849ab34b9749052c9702e40dff1a5bfc756fc2cbcba843c231464dd4606e4
VoteDelegate,0 Ether,0.6.12,0x4E314eBA76C3062140AD196e4fFd34485e33c5F5,6/19/2022,,0,310ed163c716461656a6c2a86e2152b9c04c22e1477ef5881efd57706c87b7ae29be560a08743bb71e636b21886b416b59b42bf9dea7e65d369f0771b474fdcf
NodeEnv,0 Ether,0.6.12,0xbCefB397a13528F693D929931248C94c4263B763,7/28/2021,,3,87453be1f30125a2d503600cd7ae60762743282ffbeada5ada4313870aa73530cec12a1bea57c4f1df0a7d245742a1fa1d42e4ce9acfc7516646d2fc2e9c14a9
Miyazaki,0 Ether,0.6.12,0x306949805e8aec755f0dceaaa504334587d3a6ff,11/3/2021,-,6,219c3b259a3457f601d68e267a50bb3db118bf048fb335e7f6689d981d83a0d37b78f6140e6df9a3f4c4fff0a67a205ab2b79ee773fa46aa6a3e94cfb365f970
CpuConstraintPoly,0 Ether,0.6.12,0xfD00687ee4aae786233c008F44E884b35992431A,8/2/2022,,1,3d8fc1380f72134eb30969b1f834b9dbacf29b25d8dec6f5378045d13387b15b7a84dcdb7531412e5722c3ceb27d552c80b7a04285d2e5a92dadc3a57db726df
BITBOY,0 Ether,0.6.12,0xd3bfe34640970b299cee7940e05037eb195571bd,5/15/2021,,11,4a35e846d8ee43b85c34e6fdd624e97f54f669122ebff067921c5b8776537e1bcd4c21443ec5761e7b16e8246ff57bca09e9785ab76505b3d836d069a7c7466a
StrategyMakerWBTCV2,0 Ether,0.6.12,0xf061dabe0b3fd1a02e3d1154e5331567d902acc7,12/21/2021,,3,4b5ece8430b52cc1e445ad1ca842add083ff5e78f61d40cac3cd49c9e4f715678ecc2e3f40e837568235244d944d84d915d3e8806bab1f00d82d239d84a97bd2
ZAP,0 Ether,0.6.12,0x7d7470bc321a60cb11c7989356ad66a161c56628,7/23/2021,-,118,8ec2430790b0771f17a46fd7995f7a988fec4c0d049b90b32ade54482c383add35076292aa0892fd25b037ef0b0705cb31ffee2deb9802d1e36f96d99d3b4bc1
PodPutBuilder,0 Ether,0.6.12,0x4F232fA542Da4EA037c81a1410eE0ca76ae671fd,4/27/2021,,1,445fad16eb5e875a3985542957ca204cd122389950691f8efbba3e193547965de103c7924616491a7e79a338d1d804513ae8cce79ffeb69a4502c2edc27e1b8f
METH,0 Ether,0.6.12,0x5d03afb6f4aeb635e0fbb408a6564bc466719893,11/17/2022,-,32,f081724cfdd8176ef2d42022c41d2cf03411b6a0cf00dd820230fe020b5731149f62285340adc0363aee8fb85ecde066a0ba5647624471202575cc99fa0c3557
WrappedIbbtcEth,0 Ether,0.6.12,0xba814b22ae5ae2c063b4419a27df6389f8f5ab20,10/27/2021,,1,a0bb4d51eda39850828b805b36c7fea25e143d14488e7de0da0f168f6c837ee16e25284f529f55cd0ad1fc868c8b760b18d04256339568203601355bdce9a1fa
ETHELON,0 Ether,0.6.12,0x3db5530ebf062fb0069d80730a0b43920d7b6b1a,6/10/2021,,7,4c826429d002020fbcc7f206bc99b6f631bf8c8bb95d5b230cd4f0b279e8c04318db81d856331dd570842e3312dd383634b9294409b55c5eddcfe8c62af717e0
Pyronomics,0.027955295581910795 Ether,0.6.12,0x86c2e171bd9f29d0839be52c251202164c616139,7/25/2022,,203,202b1139f0e6ba23383f4eaa47a9774336571bd5aeb7b4dcaa851752c53a474d28d7cf71665b87f2877944eea842b4196d18d7f51879ca8d223426732e151d76
Address,0 Ether,0.6.12,0x546492e3615e092bc9dc17586c7b4d4be2ecae9f,4/23/2021,-,1,c80ebd5d49a1ced45850eb1be614c598b5a33f2f1f2ffbf8d4688cc76a5455176f7bb6940b74fbda83bc9e4b7a244f3b2fa4218770f84110133158c66a521e3e
GHOUND,0 Ether,0.6.12,0xF511107e2F6a676f07225cd141c9038633Ec4490,5/26/2021,,313,50c0f73d2ecd050918a9680032b092532e27680c07ab106fff094ca73d9994c00254ff0801dcc8cfe3251cf9be6788e4f7713d680505f8ba86c17658056ec0a2
ArbitrumMessengerWrapper,0 Ether,0.6.12,0x8FF53dE7469B32b9a1e8c8431001b029E3B0c87a,8/30/2022,,2,672f13a5f0128dcc0b0c8900975d39ac7e1b13aae257c59b8e843596cc48164cc3a186269d8ed45737cb2fd2b9aa0ba8efaeacdc443349b2fb72a01b0031939d
RAPDEX,0 Ether,0.6.12,0xbb9eb3bbcdebd9eda561852ea606dcb036e88704,6/24/2021,-,10,8b86a0b24b0aff87fa07ac7978920e4e21ce707b2ac19619cbd5bfe1be31bf249e89838e42eac73e52449ac9d36ae319a83272cd0441a332e9b2f277fe948f0f
Fliquidator,0 Ether,0.6.12,0x53032DC4dD5C85EFEE772B1fE38dE05Ed27D9Cd2,6/18/2021,,4,6540478c291626c293a5bcfe46ce7b65608d34a4a4aa96bce4810ead04cae73b2937453ed099a26b068b6e35e7953edfc634558056f722640631fba4cfb9868f
ApeElon,0 Ether,0.6.12,0x1355fef4b0e9b20c571b678870e533203cc71fc0,4/24/2021,-,79,542d00b9cc6a58498fbf6dbb9e8a3ce9f7cd7e1639e66a3d8ceb6d99748cee5923cf4858e2de54d860a1e3f6556ad019fc63712af02b4f63dadf9a0f75e85bb7
AnimeOne,0 Ether,0.6.12,0x29b98e39a9cee198a307f504c20f8eed296673c2,9/27/2021,,4,1197386139a876caf0a19ee62bbcba7a44874f07de667810e10259c9e1141284e2b4e358d11e03127c16f7d9a01aa41edeb05f9b63831a564cb807d9606019a9
eINF,0 Ether,0.6.12,0xF76228D29C9a1BFf5CAeB3119AC0F44865C5de6d,5/31/2021,-,7,c0318091c234bc0fb47a4e7f7aedbdad53e672c4312f2f24829f40dd4fc7667ade29b3d0b238c3b210f6ea5c1c7b230fb61612a9a215a5f551d9039d7e064366
MilleniumFalcon,0 Ether,0.6.12,0x63dec47fa903b1d3620a285229ab85ec23f17d04,5/5/2021,-,133,a5d2c626651a6242b997c193015f6ee0dccf1e842130b95878d86366ddd0055889f2c891be009c6a310176f521bac0621a5e0c89d26690a62d9183ac315b76d3
StrategyConvexCRVETH,0 Ether,0.6.12,0x621b8bdd56b2be79ef658d67e92d018acfc33158,1/5/2022,,1,6b5f6d18a61f8fceb3285ab3542543b313c7f8ca6563541ecbd9154a6c52c293fba197212709559d85f912f2a43203f08f968cb7b0c922a9d0cd2ce9d547c605
ImpacInu,0 Ether,0.6.12,0xf9de8ce4051a0d6340f3b450772e01b7583c675a,6/16/2021,-,3,7de21f49e33b3282309d85ec8c396659e710d3b6058ff88a9bc06454c84289da84fd7c32ed12d0387d77257a91da8d9605b0a46b67728f591dabb56f83ee028a
FillQuoteTransformer,0 Ether,0.6.12,0xFa6282736aF206Cb4Cfc5cB786D82Aecdf1186f9,2/2/2021,,0,1c920069e10a39ec4d8f4b90474fb81dfa63b725b1f5f217aefa040ef06904d0ad9b0fb4d07849445fcb586a06f2e8098e0f347deac509827376ac59b536e51e
HodlUnfair,0 Ether,0.6.12,0x67BdDB9000D97938a7a3834B5BFa8685DCb72D59,6/24/2021,,1,c1cbce3d194287e890d28d2372bb6b33531b28c04871b03b7958372023ca494ee9ca88e2bf1337fb7bde4fd530d46d3df6b004bbeb6c28b06c426e8a40bac2cb
MIMConvexStrategy,0 Ether,0.6.12,0x44472eA831A40C6E325E4810ba726dAD966AFAeC,3/26/2022,,1,7ab2058fa297c855507b0aff7d26c29021e9058228f2ae2b1354a78e88c270bad20b3b35d4d7703b85251e50a163b7d437a8fe8059edf2b0a87b7f2e3b833b52
ShieldofSuzume,0 Ether,0.6.12,0x8f2bf1c918fec159692eee5eedf46c85daa9dff7,8/20/2022,,20,5520b035a9c59dd4a90d044d6c2454f9f9a08d2a75b4f1c9cad86c1a7f7d0eae991d69a45255750a6c1e1ef0273972d25934fc3185060f64198019e5227e62c0
DOMOKun,0 Ether,0.6.12,0x756ee9eb10d14d0685c8adbf4dba7e6f5456d0c0,5/1/2021,,33,821ee819d8bbf93b49caab28ef3195a23d22ad7b4e794a759900016677172f3069fe8c14f653040ec629493994e360e3aefcf51a0bb7a4d328cddd9182d2d791
arNXMVault,0 Ether,0.6.12,0xe491912f43defedb9032ee928faadb7928981412,12/28/2021,,1,079bd22dead5ddfbe204e4efa5b4847b559d5f32b0775b739121b188d003c6c61706623c1d2aa2f2ae006319cac239d1ff9179507792d7973f77488efe57dea1
Tenup,-,0.6.12,0x2fa4fa5e0421f0ad254a4b2a43fa59741cac51e0,8/19/2021,-,0,a84b2c0c8f939493c87afa3eff091f2e177e767ddac122aa7f999746f65e5bed6cbdd2c0fc67c2c70464b0f6918918a3ee992bae4faf90cd638de83c43c89ff7
BonnyFinance,0 Ether,0.6.12,0x52fec91db09dea5aa1cd6eed4a37d0ae4ff295df,5/22/2021,-,58,f5753b29e57b6845fca4ca8051936ac66ec7e2da102ea495072f2855523aa06f0349ec3852decf17c6de9ffd441d8379f2fdb77ff251f2cb39fb1bf47dcd60c8
TokenContract,0 Ether,0.6.12,0x88e23b19fd3f49b2b7d4138532c3977f6114c355,6/7/2021,,23,410c4371e5e50276f1e077fba6fb5c11d934fb67338d91efe1ba8c06b8042363a1e294982019f30f38b6926fb72b4976a5b52f76ef3b2629ae614fbe557fc5b5
GMoney,0.006851663913669893 Ether,0.6.12,0xe8f3805412a0f693bd6e9d5f2eefdbb048edcf54,8/4/2021,,108,ce8ab56b71041981f8ce8c4d54bceb7c32ba8a84471c20cd2a590ff4ae6fbf8a10612658e3f6d35e9eff7d9c814dd8b805f5ddb1d9a44b832e7f6222e70f4987
SultrixGame,0 Ether,0.6.12,0x3c441d3746fb2064ecb0fcbbc3bc987088db6253,9/10/2021,-,6,dbb566ba337a25a39cfcdc5e7c54bedbcdf8b7e6af2fff2fdd5eff7953edbcc1ab8bec0b78096fd2aef5ea772060f3b6a02182dc49679a412f0457bec817b74e
PermanentStorage,0 Ether,0.6.12,0x1A286652288691D086006B81655e4EfA895Df84D,7/9/2021,,1,f5184dd3f405ba196a7d45766e7f53e86d6f712810b4060b088b816402a8a81b3b4633d4605f0ab2a7bfa4a52187aecc082414e019a05b1cbf258e6fa0e24b86
MasterChef,0 Ether,0.6.12,0x5CaFA9B74b6C56fC4C035cEa0AAf079c42c23865,1/1/2022,,7,ae5ac1db029d909f05e58d3757107220d4654d1d017f1206017c0495308d91386c1d9b726eb8a660572a56135274bbb74b580406b0bb35fa39abbcc00180d9bb
CVXETHConvexStrategy,0 Ether,0.6.12,0x6687876EF566D2b0Bed47C2b0d3FBc23bc942261,3/26/2022,,1,ad483afbc3a706f9fc655b8623f1d78786a1c73b963f19f9ca48c375abc91d029f37ea1d2e596ebfe49e5e4b497596fa51a4fb2c101d3dfb9b47fb1f96c9e9bb
CUCKOO,0 Ether,0.6.12,0x3aec08f5696f78cc186ec499cd275cf2d28d4d0f,4/20/2022,,62,618cec51c10d2f912b9ad917cc0418ac5ea8431af49160a4248db63e975e099b4fd0e1c96a504c96a487c35cdd8cbbd39b7236dd6823ff5a68e6e6b0afa7e46c
RUSKITATOKEN,-,0.6.12,0x9d2c2da87d79579a86972cdf09653cb950278de4,8/9/2021,-,0,580c157b3d8dc8b9e8351c3fb637d8c51d8bd39784aed97fe5698d575b409e927ad1497736348b87087e130497fe8481d19a3e6ae656889c47a2dde34449f799
Strategy,0 Ether,0.6.12,0xde76aD1dD43252f4e07819A4d92E824b93171Ce0,9/21/2022,,1,24ab10f2cf7462fa930c10ed6c0385d501c92f0091f729310b37f11b53d033ba24fd83c39b3411d46e6b5ab7594552aa8df50a981ae334011840de62fcbdba42
CheesePrivateStakePool,0 Ether,0.6.12,0x7D40d5ecf31Af9C7a7E32aa5d7b34CdCC930a647,9/24/2021,,3,b7aeb69daa5b3c2fb1f5b6964dc0c608a37ad737dc1738731ab5e6c6aefe76aa06336192970773113e318ea45f765fb414bb0f5f24d2810023fed7a608031c71
SatellitePoolFactoryV2,0 Ether,0.6.12,0xb8aD35B1B80d37CeF5E3E7Ea939c1886F032C356,4/24/2021,,1,4821d3750e30fd19b25f9e46392c67460b49228a4c50ed0db3816f146aca908290dd041e3d1101df97b8661e481b1e42f416e5ff36fe47f585f107f923246e36
AaveSaverReceiverOV2,0 Ether,0.6.12,0x12f31d469a49eff47491dc17ac38727b66bb3a78,9/14/2021,,1,35bd79728c9ab328eb2c563f7a91269ec571103c6ccbe752ec53146a517aeac4d5d6097122bb398a16916337dc09c558201a92bea7a6d8b4d21a746a9b7d75cc
Saave,0 Ether,0.6.12,0x364762c00b32c4b448f39efaa9cefc67a25603ff,3/4/2021,,16,4f745b97cfdab287e7ca29dd840969ca56b1d4c78830efcce46f8bcd3258c126c0ea6f09e058b09fb8479f0ddf52c1b0cf90c2e249c3b179bf675e09d11867cc
Vesting,0 Ether,0.6.12,0xda2fbcf95b95ae4f39b68f5e70d6fcd17dd8da00,12/21/2021,,1,f658bd37c3b25a89004bdaddf56109b4fb639fa2a6ae4d21a0b1628c75f7c6bd57ce3999d574fff6c4751716c8414341f29f6b53db927bcd05e5d6f169d89737
VotingBalanceV2Gauges,0 Ether,0.6.12,0x1cc2CFed7e40bAb890Ca532AD0DBB413e072b988,3/10/2022,,1,9fea38e6396725ef0a38a0a797ec01bcb90ad7d97053727f4497ba166117e51244fe97643bba257731d41d2e7310b6de657e5ebd2f3facfdec8c5141c85b4cff
MasterChef,0 Ether,0.6.12,0x8a78011bf2c42df82cc05f198109ea024b554df9,5/21/2021,,1,5303cb14313570d05ccc0002ee7aed749730e070cc67676870bbb401e9d721c59e9e606ac206445732fd7f5839a363fe98645637e2730d00a7b7f4f1f6465f99
COSMIC,0 Ether,0.6.12,0xCf3649688cdE845C28b4d4f1Be2782e46b32D507,5/25/2021,,2,d2195ceb5bac4f328996062122307774fb869bb62ff6e9009f2d066ab8e74874aba5633262ebbd183d3ddcb326b580d796815a3265b778f377c0b41cb3b48d90
HOD,0 Ether,0.6.12,0x6efa299eb78161aca289f97b5410b343cce38c05,6/13/2021,,10,7fe6fc9df5349b576deed671f4d154e8934493f598e3a7b61c3faed1d161cba40364c1158105a894085d41791f2c8f77ca044b634733c5e6b35c2ec9f8e21a76
MakerDaiDelegateLib,0 Ether,0.6.12,0xe67d2801639b227716dd6d4046a87ceea2eddc34,7/21/2022,,1,6c4ff56a2cd0782b417af36eae19a44547684b282c43788ea523e552e7a206a1c9373bb4d5865273dd67a7b33c14d5984f00ac91549025d5a0f1dd3bc8763ccc
SCOTTY,0 Ether,0.6.12,0xf1f9c1ec9c2dac0a4c1ee99df476e383f0abbf98,3/18/2021,-,3,df78b0469295ea65a7dd9393d414879d95c7baea025e5cc1a19ea68d3fc0284383eccab9431da84dd365bcee39c69e6db9940070e462458e41fd34d3aaccce3a
EthMax,0 Ether,0.6.12,0x7e28ad03787189282ad25f19b0d937fd64c27af1,7/3/2021,-,10,8f6753661b73e7041dc9a9fb3e0715922c3777255791e58f36d8ec7626516183a605dbc21e847aba3389b9d96da8520830aaf8d201eb010337f80e5be9fac662
BUSY,0 Ether,0.6.12,0x6b3d5c0fdd9259c5f4692eb79b21a705b3be3106,4/22/2021,,9,6e7e5bfbc40641de173534e0712e551bab267cf4d26b8d85a1f6a2cafb27fb8b1878a37ef4ba116b36cac876f2e5be05dd2d68b645207e6ddadd03c37bdc0150
DssSpell,0 Ether,0.6.12,0xeff6840401d2F1104b70953aDC300c4F39C7Eb40,11/26/2021,,1,cb26d85f7e5e52ff4ceda1c336ec02e081962f39e131e2d50341f17ef292d5b5b9cd589ed97b6f30dafff021850fc96d08a7de18fbcac1c9c867d34e6a9bfe9b
Chinu,0 Ether,0.6.12,0x306729c34a494187e61b10d41e218d9866f93e36,2/14/2022,-,5,587750d64458c8c58992fcd8ade750475f0d2761a5456972023b0d9839ab7cb1d3ca4aa30cca426f8b4ac4b64b548e2716f95ea55ba487c3b917c4394f1b6672
StarshipFullyStacked,0 Ether,0.6.12,0xaf3ba602f97bfbadf1c5287415aaeb5351138b90,8/8/2021,,90,3f651be9ef210acafc5c4b1de1b54022eb2dba18ad37504cad905379d63101c92ecf356480e683079e58393617ab96e03b75d836fb80ab1cd1c59deaffe8bd04
UniswapProxyGasV3,0 Ether,0.6.12,0x9e0c030af3ba2bbfe7961c72be9851878854065a,4/30/2021,-,1,6287d4e27d1c581578b369fc794e6f3d90d6d09ccfc60615b48ab189fe21dd276f93da11368721b9892ea74b7ba715003081ef913a415143eea2d566a2b8e4a5
YugaLabsInu,0 Ether,0.6.12,0xca6fa403867c26d3b6918d6eb82b0decf1a1d243,10/11/2022,,40,823fb38349b469b1cc8f4f1b6990d8516d17ec8d629cd3ca3686d90ff7441a1477b6c5f57b53fb0988158c1b514edccfa37be0ebf10afbcdee831d12ba9c54a3
ASS,0 Ether,0.6.12,0x52cc5055494591c94ef1c49df3903e8781271dab,4/20/2021,,53,80ea5fa50abeaca2f70c06a061ed16d459d79dc36899a7ae56303086303bc92e687a3670ceb4ad9d48b6a2a5d9b7449794a467e3577f385682d0735f1c48432e
OSMedianizer,0 Ether,0.6.12,0x4e9452cd5ba694de87ea1d791abfdc4a250800f4,5/24/2021,,1,2a1f546ab2e6ae8ec55702fa0a8018e84bf36a6e438c9224b69d54ed1403253c8b82ce12fafee5fb13bca195ad56b0b1d7aa965466af15479275dd6ffe2f207d
PostFarmGMEOGNPool,0 Ether,0.6.12,0x72fd78efb7b28d9acac54fd4213957a20fc5ef6b,2/14/2021,,17,70b8e3be05a156a3c21f6d1c7d0e615e224deba74d20b9b1d9536b0124cfb207aadc24d4ddc0e52a08fd80b938947e37e046cf054d7898baa9e98076acd2f52e
KeeperAccessControl,0 Ether,0.6.12,0x56f01aaa5d0ccc4f46ecea41444433c1fc6e96d7,7/30/2021,,1,a3e9f4fabed8a9252a2d70870fd6143c0720436be3fa53c9b91b65e8fd516988fec9f7d0830607599d19c9576f5ff684311a685d0444bccb1f17fec71c988203
Kishi,0 Ether,0.6.12,0x9e7bdf159f9686f0b75e82b737e81e74d9b0edd7,10/18/2021,-,33,6453254b34c58baa2e2cab03951d847ec8a7b39ff9e619328e90eaf66adccee63f32848edd6e3e05a050ed6b2540562e549ecb24d919d9088144e26f40c9fa7b
OurSongFToken,0 Ether,0.6.12,0xe320305677A2C8Ce001E5CB4c80F60a2C291cb07,2/23/2022,,19,ed4373887ee55a0055c157ceaba82b13a1818048d1c5fb8c0423db350f1d7568abb1b8b15076f73402adf5a30f37cb035dbb8bfb8c8dc358f28bac2dc0f8c96c
TokenLockerEthereum,0 Ether,0.6.12,0xbF24620e71759082861D828F42f23Cd26cc25ab7,2/3/2023,,1,da14d787ce321e49abbbc940d7dc496cb9110d811fe392395b341cc9f5afade9768b724214c8cb087121879b262ca9ce33847bb3af2cc7e4bc630c13e34825bc
Uniswap,0 Ether,0.6.12,0x431639017b31d80686289d904909005d57529d53,4/12/2021,-,5,29acf52b60edbdb1823c4b65f12a1a8da6fcbf67fae35e0ee90546dfbfb0d2e4063e7e27e59d687866b8d0904808094d5988183146f88df968da551159864755
RewardRouterV2,0 Ether,0.6.12,0x11bbdDBf154B014D50323abC39F347ca0a0955A3,12/27/2022,,12,75f501ca92afb04f4e771bad418846e85a65dc9c0e848a8db4fe3e1f2721a642ef3bc83a5522736281621eb4dcbb6f15942743db21d8e2f1ae1e78f6f0a193f2
Wyckoff,0 Ether,0.6.12,0x86a1d7d77fb8bc3116e7a46a90bddd20c262679a,9/17/2021,-,3,d8ad90085051115cc83d94da7c31bb1f70f2d470c29249b8fb9ef09f75a867598a06ccc5fcaa9b0ad94ce36b677fd0b8fe0e9333d25cf5af40a8d3df6fb53eb2
TokenVesting,0 Ether,0.6.12,0x70414723178228b9f0f3c78c6f74a8bbe859ade3,2/28/2021,,1,beb6bd9af554ff29bf88b4f9db4dea6c22670d32ad952ee7ab655f11b034848971ea12ce481814184c877f06ee516b6c737f952da646d81eb0860f938f7a5de7
Strategy,0 Ether,0.6.12,0xf8575933a68f067c4ffdef76f1ad097739cd7d5e,7/4/2021,,1,5df8ed1217d19c654ecc27489dedfa4d138174bb8a84cb4dccb7b58de7d7e8bcab74342b6aba21651704f16988b195d7e1a7bc649cb3c24ff352b13c554ba9cd
SNIPERGANGACADEMYTOKEN,0 Ether,0.6.12,0xd51c4a5267b70ca9127372e716c77788721c6d75,7/1/2021,,97,d9f07259ac4b312e4f24bfcdf8ec12b80783312685f2f0256373a21aa664a5c9320597508c116d88b7fe5a2fcc627ab1a5d6d27ebe10b60f5ec32cb3628606af
HBalancerExchange,0 Ether,0.6.12,0x82a109baab457dc85f9b7ce7e74f180afa864856,5/11/2021,,1,e57ff479e66036f8fee5fb935a44405332a95dcf1bf9839904b2b06628efa863f7ed9102430db2a1c6e364c06bf395ee612954cf96fc139444684e0db870fa73
OOE,0 Ether,0.6.12,0x31e426f77b5f31a1963f64d8f2fffaf4cb9b7d5c,3/21/2021,,21,98f8b7097cdfcaf41b518eca9e80896eab9276ee17295d6c100f09d21ca4cdf9762371ddda5f50b6d17ce7939e3b2a71f5ec98d06edb4d093ff1adb53f4df4d5
RAPWAVES,0 Ether,0.6.12,0x702c8043c2c6698ab2c9dd1b5481a1e42388b7b4,6/25/2021,-,8,3cb2614cb309017a737269276281b2b7abaacc664c560a5d443777477fdf3d5ecd555bacb3d9f3aac1a93c3d42b987d90ee948c40f99bb286048f6b878f2c710
GoatCoin,0 Ether,0.6.12,0x29a6db3101f1219aedbec0730e69687c69987faa,7/2/2021,,131,c66209949ca4dfdc8d02ff7fb400df6f416ca0c6e9a7e25fab9e8eb975207397ad7f61d7c2ae9d676cdd1215dde6ab525f9175dc5bad2142a73f70682bb457b7
eMax,0 Ether,0.6.12,0xa3e059c0b01f07f211c85bf7b4f1d907afb011df,5/12/2021,-,32,628707d2234baf8b2c5a663b20e66c4a7a2a2f6767e4275dc31e539d9c7f5e6f1cd5b314e6ffa134d893e8e5ed835ccc8d7ae924c9f92f446dbe19ce9e76fd90
Imgnai,0 Ether,0.6.12,0x337a2d469e7e439025105645191a592a6a68ce2d,2/2/2023,,67,3df0196a38f0d3f15e92a9b8ee914586a4461d6614bea4b1ccdd3f8cbc3acceb619ae0fa8eaea5e8f62f6893a667a673b476d0e2992e8b83c401e8cb2b5be278
OF,0 Ether,0.6.12,0xfb1f2862199cba0f54e0da4a276accf0a1f3ed13,11/14/2021,,37,ccd06214f6929f8874ec7321c3912e45707e88ae1253f8f093b699f3ad7789f8e188d605c600c58e79938de9f28959797821358f9f1117e9114402d4bdd144d0
SENDWHALE,0 Ether,0.6.12,0x7749afdd4f60a0ec3568a32c886b199d67e09443,4/28/2021,-,10,ab0b7a6a9bd0671241de3c2d9a9d1f30e134ee63e0441be39a4049382734fdcf0b1d0964be5c4b02e856eff3cbe9a971c5047c3d9cfecebe8e33de4a12af21ec
Love,0 Ether,0.6.12,0xe689f32eddc1f73587d23fb6015126c23cd04860,3/16/2021,,1,f6af5ecd53ecd9db89880edeb901cdb94223a6ec296c7df0519a69db3ca4f1c26150137d0b82d01b2d732b832a07b42b67dafc23fb101ce1cfa6c4f534d04e3e
PolyInu,0 Ether,0.6.12,0xd3cc6ab20127843138a91b525a8deef2c32ae47e,5/9/2022,,2,8b9951a4c779b70364ef5a4e1b68b0e3affbcdd85bc5b71bcb5e84f33e3cab476dad83c77431134de4ad1aa3f834524683f17883cc3d5f19e79fe764463ff36f
InitializableImmutableAdminUpgradeabilityProxy,0 Ether,0.6.12,0x8dae6cb04688c62d939ed9b68d32bc62e49970b1,10/30/2021,,875,89aaefd8868ab84ef67d2de01382178c016624efde7067239af438991b4e3e3c98e8a679e24424a037dbf686ce996e8a1c5ca99e485641eba870f35e3f5cc543
VRFNFTSaleClonable,0 Ether,0.6.12,0x573775715f73C4770A08a1489f36C837D3B7AD85,11/18/2021,-,1,979bd45370170edf361b90ce88cf0d007d47538f8ae5e935af5da857d7beb0aec277d12bbfcf8853b10717fd488a9ecf585615c98a77e96084a422493459337f
BadgerScarcityPool,0 Ether,0.6.12,0x4053ef2eF2b4134B665Ab56c1F24556e6c357E77,3/25/2021,,2,0c3ce422de1d1440a800097dcec4a04080c31baf59d539e2c96531e88a5f2b16869cacd74f7f6388bce8c8b14715dc6e4d022f99115ca4f1de03f9d7db6ce8ef
StakingWallet,0 Ether,0.6.12,0x85a152942104946ecc49a77cd4d8dacd91aa8fc5,11/16/2022,,1,7515b0afb5f2203eb78369f4287b34c50a1c4f360f6d93918929d5343ca985f43c2f3e4b0e14a74ebebd6aeae877c80ae30b40154be04915a289b51bc56ba1ab
VIQYY,0 Ether,0.6.12,0x8756c7f30a3b33f6412adeda21f627c93e599c14,5/29/2021,,8,5db9732c5b53cb00111c22b9511bc55f44d7f1f9d02a7c6c900587b3d3cd7d681378353cf8b4ac6f9447ef5b116d0569ad2060f58b73ff30960fd90f526b6181
Voltichange,0 Ether,0.6.12,0x9eb6f61c00d651a336410536153977786b66d131,8/27/2022,,36,f022afd5ad3e0b61f4129538825691e43756f2e64f1ed08e695ae984fb8f35977155d921f5af2d7300bfc365864f8a9cdd471d5e168cd0abdadcd2af5eac8fc9
MergeHive,0 Ether,0.6.12,0x51b8dbbe6dd60a50d5fd182666a29f5cdef8ded4,9/10/2022,,2,0685fb24782e2104a5acea63d5eca9cb5819c4b8de652684268d20317fdb3a7b3e5283f507a241af1733ac53b74624d948e426557b77eed970ee658b8a1ef342
TokenDropWithLock,0 Ether,0.6.12,0x630e78c7ac331d89e2fedbbaa93fecade842d460,1/14/2022,,12,8daf2a3bcf181350226306e942405ad99204157f72a5f92ef5a9ac6b3c4ae0533522d0db5dee87d30735ca6bc1d8479bdef61b00e39251dedf08ce3989c898c7
BananaRewarder,0 Ether,0.6.12,0xe058d87fc1185e38ab68893136834715b30961e1,9/8/2021,,4,47a4089ed101d90d54c4808d55438f0b6031dc364776d9206772eba1dc5d6f270048d0e024b03c464b15143af77a336131f96de0382b951140226f067499b93c
GelatoGUniPriceOracle,0 Ether,0.6.12,0xEa3633b38C747ceA231aDB74b511DC2eD3992B43,2/2/2022,,1,6ebebf4f53f8a208e98a1fd986015c1f9fbff7b3157c8e8edca8c2385cc9137a6817b6207239127be34e1c7b6384171b189367084e04548267c6139425875eb0
Mega,0 Ether,0.6.12,0xda5854dd94533c49e62d7c9cfe2dd31c6eddc76f,11/3/2021,-,16,5f4eda3b6959929b0afb319fc97803b694e81de99683a837aef87074ffbd9b949df3bf9b9ec85eeed822b8d7298e4b19ea7a37f324b92853bf7fcd4d901e90fa
MetaCultureNFT,0 Ether,0.6.12,0x0be9329ae4ca3f979324890b66bb824b49a0ddda,12/21/2021,-,7,40e166658ea0d18aab46cbe40d574dd017f65f3ccda6fb7404816b2e0bcf6872bf6993a80ba91163068b881c98dea67feb5f2722b4b72d82550154bdf6e32683
Raichu,0 Ether,0.6.12,0xda1c18bf25ca69fca7d0d75184d2fc6bd3a14ec8,6/19/2021,,130,bea6d14405e1c0ea66e305c07fe8757fb128a3f9c33a6a3af6774f5aba3ec1d4f26c4c8dcd234179067c3374b0959f104776240f6268977ccdb36a67d782e0fd
GrowEth,0.035644376352483992 Ether,0.6.12,0x6eC5248050B874d6a4a2ea1AD0A03100fE789EaC,8/2/2022,,70,fcd591acda813b2c1fd8fb0db7211b35f16158f21cd9ca7c2f7689943a69895eb4f45fd725c2b76f7c709973350e9d6fb77a1a1dfbb3ed041797ecf227e9d40c
