address,location,vulnerability,information,compiler,SWC_ID
/bdata2/sc/dataset/mainnet/0x5499ecfeba3b481db52696122e84b7319aaf743a.sol,353,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xbff31886b38fc274e24c1ecd1a01ad1f25aa1c53.sol,93,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xd2dc5da4172a3901c9f26c7cd29efe656fc20332.sol,427,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xf5c29f2843e79f6482f19861111a2f3540a84e7b.sol,231,KA,selfdestruct(address(598645819935372154610407391071429764050409813953));,0.6.6,SWC-106
/bdata2/sc/dataset/mainnet/0xaa165c03ff61301b79f35649157f6738263739a3.sol,545,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x85302fcc8e5ed7e6182f65e9801dcdfed89bc52f.sol,463,KA,selfdestruct(wallet);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x05f8b281410c9327a1bbf508db380fd967c31df6.sol,259,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0xd186865848ed869932032d00f54998a7d0581117.sol,84,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xfa8a2b43cbce35831c008e5058742b2063161919.sol,425,KA,selfdestruct(address(dev));,0.8.6,SWC-106
/bdata2/sc/dataset/mainnet/0xD5586EF251b2fbe32a03F226868E581C9f1aa261.sol,139,KA,selfdestruct(owners[0]);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x4129c45b929cdb787deaae3d0e27ba5b5cd3e3ca.sol,141,KA,selfdestruct(owners[0]);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x0275f754FB44c4526199cd338900040522680261.sol,104,KA,selfdestruct(owner);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0xe01ba6c593003b0edcd43b7839a7c36b00a44dfc.sol,463,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xBa48243448D23B770c6d7da12b4bABFdf9470d4D.sol,277,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xdce79709a13a3945c2c6f1575a9e07644100bea6.sol,2937,KA,selfdestruct(address(0));,0.5.15,SWC-106
/bdata2/sc/dataset/mainnet/0xd9696a2af933afbfcbaaaca4c02cc4b85df1eec5.sol,436,KA,selfdestruct(address(dev));,0.8.6,SWC-106
/bdata2/sc/dataset/mainnet/0xff7a73983fa6b6b2adcc3981fdcdf36970f07175.sol,91,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xf7f6b7164fb3ab456715d2e8b84e8baac8bd09a9.sol,100,KA,selfdestruct(msg.sender);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x3c02dac293ec087ef59ee4de0f50354b0b062dd3.sol,449,KA,selfdestruct(owner);,0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xe059efcde1ffcd754d802ef70f2c41a864ef7e7d.sol,748,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xd077c09a7e65c4cca490a776d5e395fb4fe7179a.sol,177,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x4b56b693d7e2e3364b5154fd118b4d946722320f.sol,359,KA,selfdestruct(address(0));,0.5.15,SWC-106
/bdata2/sc/dataset/mainnet/0x3a81aa1bc9747d73768a9e3b8b5491744bd7a0cf.sol,164,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0x3C635e7D4A73A09dB2317F0aBCa7243913908929.sol,83,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x38ca499bb3b405fcc4a9cfc9d1c119f0bcf05e6f.sol,84,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xd4a62b8e864de7f8b91e816a24dad8a52a09fefb.sol,496,KA,selfdestruct(payableOwner);,0.5.7,SWC-106
/bdata2/sc/dataset/mainnet/0xd4a62b8e864de7f8b91e816a24dad8a52a09fefb.sol,501,KA,selfdestruct(recipient);,0.5.7,SWC-106
/bdata2/sc/dataset/mainnet/0x72fa5c5067cd1aa4144d0423d289e2efb3ae1f9c.sol,247,KA,selfdestruct(msg.sender);,v0.4.13,SWC-106
/bdata2/sc/dataset/mainnet/0xdec590f1e43fa30c43cb3ae71454ee20c1456940.sol,181,KA,selfdestruct(beneficiary_);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0x7fc3301dc5b9504fc0c9227ed0cb32387df4f667.sol,422,KA,selfdestruct(wallet);,0.6.0,SWC-106
/bdata2/sc/dataset/mainnet/0xfcd70fcc82e94dac57b75d5099f8b2f07fc5786c.sol,190,KA,selfdestruct(receiver);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x6086f10b9718b9baac661fd1141582da55e6a8ad.sol,67,KA,suicide(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x4e7a34c6c29a4741858a7ec5622cd8be21b0351b.sol,26,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0x408e5416bc3deabb9c1f9e7b29985fb50102f7ed.sol,97,KA,selfdestruct(to);,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x408e5416bc3deabb9c1f9e7b29985fb50102f7ed.sol,102,KA,selfdestruct(to);,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xc999e5490773fb2e69557a863dcb8a7d3508604f.sol,34,KA,selfdestruct(addr);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x25880982dcf61796e426280493a47a14c244368e.sol,56,KA,selfdestruct(address(this));,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xbb246ee3fa95b88b3b55a796346313738c6e0150.sol,169,KA,selfdestruct(_owner_of_contract_resolver);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0xf77cead5b85f379aa7b9031a842ccd903d7966a7.sol,593,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x71d0ddd1f93589b2c9a3def428d79fa66e18dd1f.sol,37,KA,selfdestruct(address(tx.origin));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0xec987914ade432ce9806f418787a4ed0b0e77000.sol,488,KA,suicide(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0x31fc37ccafa5ce3986eb4ba758300a67a2283294.sol,234,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x7172ca5b3764f61216b3280e63bbd6c3834aef73.sol,105,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0x5E40E464DEF82286b177dFa2799753d23b068dcC.sol,65,KA,selfdestruct(dest);,0.6.11,SWC-106
/bdata2/sc/dataset/mainnet/0xfed8dfb896ff7081851c56a2652240568d2c513f.sol,155,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0xd326a003bcfdbad0e9a4ccc37a76ce264345f38a.sol,600,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x29d6cf436c893c7e44ea926411d5fd4dd763d9b3.sol,45,KA,selfdestruct(msg.sender);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0x29d6cf436c893c7e44ea926411d5fd4dd763d9b3.sol,47,KA,selfdestruct(owner);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0xe98945936dd2f04294afd798ed7036a8e9ba6acc.sol,65,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0xe98945936dd2f04294afd798ed7036a8e9ba6acc.sol,68,KA,selfdestruct(_recipient);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x27a36731337cdee330d99b980b73e24f6e188618.sol,1181,KA,selfdestruct(network);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0xdF74c90C46D3b662bDa4f154351Bba7966c66d9A.sol,240,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xfF23C31a8c9469Fc6BF5329AC8aB81b335E50358.sol,434,KA,selfdestruct(address(dev));,0.8.6,SWC-106
/bdata2/sc/dataset/mainnet/0x9f751aaacc74e55a27a19419c332e02aa96ed961.sol,55,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xd989a04ad891528b571ef73dacaefeb0402a65b3.sol,416,KA,selfdestruct(beneficiary);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x259Ae83567858B7960d2De0D00F3717a764aD73B.sol,362,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x6fcc56c41bfdb62fd09bb208c0de9dcc40efeb1a.sol,362,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x0ab3a55fDA938aeCa67dC8e3A8677E89a6B819Cb.sol,377,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xd7afbf5141a7f1d6b0473175f7a6b0a7954ed3d2.sol,251,KA,selfdestruct(addr);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0xf1e6b7f94bb0d70d8a19187f684e4270b0a0c989.sol,115,KA,selfdestruct(_to);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x4648f996d538676a11870fbe52d53c4de0423609.sol,361,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xb75322b6687d36edbcdae9399dd26e9e45c161a8.sol,69,KA,suicide(msg.sender);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x7328b31825ac9b46dff6bfc092391156cfb6e1f2.sol,300,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xcd410b360639a546fe5535fe940c1f8bc62de2c7.sol,992,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x91eae0f4e0900a77ee24606567f6f32e8afa3c80.sol,398,KA,selfdestruct(controller);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x91eae0f4e0900a77ee24606567f6f32e8afa3c80.sol,585,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x87cb9eb6840c5a8b61D30db7424d7EDEB0d239F3.sol,1968,KA,selfdestruct(to);,0.5.12,SWC-106
/bdata2/sc/dataset/mainnet/0x048717ea892f23fb0126f00640e2b18072efd9d2.sol,2234,KA,suicide(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0xEB2f88a7338890f383385498B73dF862dE1942E5.sol,441,KA,selfdestruct(address(dev));,0.8.6,SWC-106
/bdata2/sc/dataset/mainnet/0x7d1fc94095ad089c00428c3915f811936d043b54.sol,61,KA,selfdestruct(owner);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x7d1fc94095ad089c00428c3915f811936d043b54.sol,65,KA,selfdestruct(_recipient);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0xb8842b95a9c0cdbd4c0d6e0319b8d46792830677.sol,62,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0xd5df02c91e0c882f4fce7284924aeff0a9e13509.sol,168,KA,selfdestruct(owner);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0xE1DcA279EE08354C78D65d6440B44970a9A462C5.sol,425,KA,selfdestruct(address(dev));,0.8.6,SWC-106
/bdata2/sc/dataset/mainnet/0xeef69ecf4851f7ee36196f26da23f6229855076b.sol,321,KA,selfdestruct(creator);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x0779f8f2da25f25c7c568f4abcced8d0e6d48ffc.sol,2029,KA,selfdestruct(address(0));,0.5.15,SWC-106
/bdata2/sc/dataset/mainnet/0x6cb48f0525997c2c1594c89e0ca74716c99e3d54.sol,657,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x1d86a854da490ff74dedc7abe281fb468f8c19ee.sol,352,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xa225ebe73347dd87492868332f9b746beb8499bb.sol,217,KA,selfdestruct(payer);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0xa225ebe73347dd87492868332f9b746beb8499bb.sol,219,KA,selfdestruct(worker);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x2d25d6bf8830608cefa00c9443d89988f9a38874.sol,91,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x9c563dc9f8e3fccf996dab4b6b6003fb7bbca90f.sol,726,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x92d906050b0626c6055ad0915a32ea0c7aecdc65.sol,1559,KA,selfdestruct(owner);,v0.4.20,SWC-106
/bdata2/sc/dataset/mainnet/0xe859060db5cb195620992fc31705d2f45d3adf6e.sol,743,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0x2bbaeb65e185eb3bf21fc17ba62bf628b9c11471.sol,500,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x0525b060ffc34878a7e4fff14c91c811552d59d5.sol,914,KA,selfdestruct(linkdropMaster);,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0x3bcaf56923335062e8f272d011efd2e40fa42147.sol,208,KA,selfdestruct(address(611570899784195878585730311467966132294865221420));,v0.4.11,SWC-106
/bdata2/sc/dataset/mainnet/0xa5558aaf862b986d8918a01be710e88c00e9df21.sol,167,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x973c2178b09225d1de3ab037d40b3f24af696255.sol,81,KA,selfdestruct(winner.winner);,v0.4.22,SWC-106
/bdata2/sc/dataset/mainnet/0x973c2178b09225d1de3ab037d40b3f24af696255.sol,82,KA,selfdestruct(bipedaljoe);,v0.4.22,SWC-106
/bdata2/sc/dataset/mainnet/0x74a30d0ca07771fbd450ef4ded357e2e688ee59f.sol,126,KA,selfdestruct(owner);,v0.5.2,SWC-106
/bdata2/sc/dataset/mainnet/0xf1eae7b573b5e0cc194b54e391a1cc4dfe611bd0.sol,293,KA,selfdestruct(msg.sender);,v0.4.22,SWC-106
/bdata2/sc/dataset/mainnet/0xf1eae7b573b5e0cc194b54e391a1cc4dfe611bd0.sol,294,KA,selfdestruct(msg.sender);,v0.4.22,SWC-106
/bdata2/sc/dataset/mainnet/0x5cD02A169CfE5B0596B352547879Dd60B7033488.sol,488,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xe5fab89bdc01130c686b35540531eb1cbbae8ff3.sol,434,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xe6eee1f6915bae8a4ec92f77ab07e2fd36dff850.sol,619,KA,selfdestruct(creatorAddress);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0xb9a944dec5cf3be2a0aa392fc3318258c7c54d47.sol,564,KA,selfdestruct(msg.sender);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x76b0Ebd5141FEc9Cb5a838e95B1d73f638595BAC.sol,431,KA,selfdestruct(owner);,0.5.17,SWC-106
/bdata2/sc/dataset/mainnet/0x855835fb53183ff996aad98d356209c83b7b684a.sol,381,KA,selfdestruct(owner);,0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x0D114dC19B393F60278D142Dca6ee6b34efbED0D.sol,545,KA,selfdestruct(address(tx.origin));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x0033fb5561719b8b697b604466d6d39308c58191.sol,225,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x70ae24f65c46f3fcb9a4def6ac7f7ef11de852f8.sol,211,KA,selfdestruct(addrCommission);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xa6aef41be341fb364a432fb04a5d2bdd57546c76.sol,2415,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x5bdf949c3a74e4f78328f6ad1f3697cc8edbe1a2.sol,353,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xf32Bc592629A98e0D7a7413DC1808797F05CAeFd.sol,28,KA,selfdestruct(address(msg.sender));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0xdded75187204b1bb19debf1875ee4a7fa6ebc82c.sol,228,KA,selfdestruct(address(owner));,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0x693bb391F6E2cB3C9B8d6A261916C662f9c86A45.sol,435,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0xde1b05266f2d05bf9216b76500583c2b7785b7e9.sol,548,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x084264c53fbdefd039af6b39e9d2bf86f7158445.sol,363,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xc45a3f5c584592ec595b630f5eca707a727abead.sol,23,KA,selfdestruct(address(msg.sender));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0xfafac683338ed169b7707cb7c0487b2cb9f81e77.sol,286,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xfafac683338ed169b7707cb7c0487b2cb9f81e77.sol,291,KA,selfdestruct(_recipient);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x78b6c25a41ad97290b1c17366bc1f22f963cb993.sol,200,KA,selfdestruct(wallet);,v0.4.22,SWC-106
/bdata2/sc/dataset/mainnet/0xb72ed33e7e42ebaf0fdd7df92b246bcb2a0ed292.sol,76,KA,suicide(msg.sender);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x901764b6430fb54c332121994ce7ba5ddebee5e9.sol,301,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x901764b6430fb54c332121994ce7ba5ddebee5e9.sol,305,KA,selfdestruct(_recipient);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x947872ad4d95e89E513d7202550A810aC1B626cC.sol,2077,KA,selfdestruct(targetAddress);,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x37800CF1Fe630efc5F2E15A2e182E5C5084861D9.sol,380,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x55fc04a73f058832b4f3498dc83ceb6e53a9e314.sol,510,KA,selfdestruct(trivial);,v0.4.11,SWC-106
/bdata2/sc/dataset/mainnet/0x71c2683152b632fa1d515a3df067825e2b240216.sol,261,KA,selfdestruct(owner);,v0.4.13,SWC-106
/bdata2/sc/dataset/mainnet/0x3f71c5b806c2aCFA88bd7Ae5F7f8A14121E0FcA6.sol,446,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x22cae4635528c0aaa534cac27a15755e57cf5333.sol,222,KA,selfdestruct(address(msg.sender));,0.8.1,SWC-106
/bdata2/sc/dataset/mainnet/0xc4f67ffbdfd80cc8e1cceb1c4f51bac74eeda71d.sol,619,KA,selfdestruct(address(0));,0.5.15,SWC-106
/bdata2/sc/dataset/mainnet/0x5cfa2f4ff77bbd15d6415e33c16c2c85096cce4a.sol,374,KA,suicide(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0x1e2e9cabb5744c314de7978c081bd57c357e000d.sol,1140,KA,selfdestruct(owner);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x4ab4710b12409af36472d1ca43d48b4c82919328.sol,167,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0x65717fb50ee8f93827f9eeca761e108e502b255f.sol,1181,KA,selfdestruct(network);,v0.4.19,SWC-106
