address,location,vulnerability,information,compiler,SWC_ID
/bdata2/sc/dataset/mainnet/0xc031c1efddd35cad6b8bd6d4f4be94409a672e80.sol,911,KA,selfdestruct(address(owner));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x0fd692e0d7629f169230c513a52934b70f1911bc.sol,34,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0xb297ed15f3f1cc7ce7b4cc8084ab0830f75c812f.sol,442,KA,selfdestruct(address(OWNER_ADDRESS));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x946526f799bc7aa81ffaf0db821375e7039a2adc.sol,915,KA,selfdestruct(linkdropMaster);,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0x52a668b3b192e55ccbf611375bd021aebe0e47be.sol,1379,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xb5b933063331ed686bF0668a650e434164E637Ef.sol,1490,KA,selfdestruct(maker);,0.5.16,SWC-106
/bdata2/sc/dataset/mainnet/0xb44506dc517cd19061a94c58a524a399b0c10916.sol,39,KA,suicide(msg.sender);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x3ac0702f62f02602da70371d83455b45c754bf07.sol,229,KA,selfdestruct(FAVOREE);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xeac235111c95a8efd676719d406fc83f20a0c5a6.sol,425,KA,selfdestruct(address(dev));,0.8.6,SWC-106
/bdata2/sc/dataset/mainnet/0x735ba26f91e1275fa4b504649b19ef74739fe7e7.sol,94,KA,selfdestruct(winner.winner);,v0.4.22,SWC-106
/bdata2/sc/dataset/mainnet/0x7a75aa506757d86d16a93bae7175b0607a16bf99.sol,404,KA,selfdestruct(address(this));,v0.5.2,SWC-106
/bdata2/sc/dataset/mainnet/0x939dcad6a3d1feacccb60af90876d904468cbf66.sol,486,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x37FC940Be30e11d578243dEBea4f9B950E22aC99.sol,362,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x11B46B435423599Bf06F2E45e2e3343756e1317e.sol,34,KA,selfdestruct(wallet);,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0x97a64e9e7a2d4a2c3e810c41d8842d673d32537e.sol,558,KA,selfdestruct(msg.sender);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xb019ed7fc2fe1e6c57e438c94799af02dee0e22d.sol,69,KA,suicide(msg.sender);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x2d04a81798ec74de48e09e3fd43ca41757d33e6a.sol,65,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x2d04a81798ec74de48e09e3fd43ca41757d33e6a.sol,68,KA,selfdestruct(_recipient);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x4f3afec4e5a3f2a6a1a411def7d7dfe50ee057bf.sol,64,KA,selfdestruct(_owner_of_contract_resolver);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0xf3319a43b922e2ee5c33fb83b8a860344d8279bb.sol,82,KA,selfdestruct(organizer);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xc71113e9122465e8bcd42123f840df99abaf29f1.sol,464,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x3dc9b2febb6ef9d70d9fb3fe0773305fb3eb6bf6.sol,38,KA,selfdestruct(wallet);,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0xad27350da7b4cddb81d3b3d0adb3402957daa4eb.sol,136,KA,selfdestruct(ownerPayable);,0.7.5,SWC-106
/bdata2/sc/dataset/mainnet/0xa0fefbecb3f5c36b683d03f280f2294e4b0eb5f4.sol,136,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xA250D449e8246B0be1ecF66E21bB98678448DEF5.sol,694,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x7d9157a022a263efd34c867fd261235d45b48453.sol,726,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x3a93709ae852cde3ce184cf6681ab88826784670.sol,271,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xad0528aa8ffefb94a22c24720a431822591c1d38.sol,428,KA,selfdestruct(msg.sender);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x03cc90f24c23c9f766902917c32411417c28db92.sol,380,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x53f2F1030DE3F1361651877149bE22c341743f14.sol,145,KA,selfdestruct(address(msg.sender));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x99dA01230F505df9EF9987F8529D875E954B0A81.sol,301,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x59004a80a03dc611377866317f50988a9eefc3d7.sol,225,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x795a89f6d4e97a959fe81aa22772441323783479.sol,461,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xc39ddba031d014bfc1e3b6158842ffb43f8d47e9.sol,992,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x75e494f8a92ad1daa4fd6e78cbac33f84c2f25b9.sol,62,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0x6b3f4a5f004c5935166577b61725a2bab76dadf7.sol,260,KA,selfdestruct(mainWallet);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x3e8b248664266285b4ee75bf6114e9dc987ce5a7.sol,145,KA,selfdestruct(msg.sender);,0.5.17,SWC-106
/bdata2/sc/dataset/mainnet/0x72600b6ca8f1d43234b56acd1ecf715d29824049.sol,194,KA,selfdestruct(owner);,0.5.10,SWC-106
/bdata2/sc/dataset/mainnet/0x82fb462380e526ff6b3ba09ad5d8dd1907e01330.sol,1072,KA,selfdestruct(address(msg.sender));,0.8.9,SWC-106
/bdata2/sc/dataset/mainnet/0x8dd65feaf6b1d2c3bd66a8b195f94b7abe357199.sol,365,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0x20e3f40009206779a791c55929b4988231261500.sol,564,KA,selfdestruct(msg.sender);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0x08dc9908c01b54c3c28fa56012bf0e8450adc4d8.sol,87,KA,selfdestruct(_to);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x66e9aeedc17558cfc97b6734600b7a835f8e7ceb.sol,301,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x2dbfafd20f56213b75cf5c32a922b12d60de68ca.sol,158,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0x1ca6a09e02480be25c10284372cd21fde7d35a79.sol,554,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x99eec5172b0b0eb20af41bb7999f4143fa323bda.sol,25,KA,suicide(creator);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0xa03b5ea89ede664ccb3b4a49c5b25f6a4658e174.sol,73,KA,suicide(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x7F94549eeF56af4f8D7420b8c8A674251b52B363.sol,260,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x96966F00bF7693551e11ED91a904651A1Ca66c8e.sol,301,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x624a2b6c4571ba0be7e28a189880cd6c74227e96.sol,395,KA,selfdestruct(_to);,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xd1ceeee6b94de402e14f24de0871580917ede8a7.sol,172,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x481F56994c8B562fdf67890E86C66d55D8AD6281.sol,1402,KA,selfdestruct(sender);,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x6a20d74106f28ad19c60115917ff363ad71f525f.sol,1104,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xc2065c868006cc417b8d604874e47d58937f4f39.sol,158,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x6cfc4e1f8058c0fa8b71d0463f300e5fa9ca38f1.sol,491,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0xa8bcd424a65c3667b7527724ec43ade5e71bf62b.sol,137,KA,selfdestruct(msg.sender);,v0.4.13,SWC-106
/bdata2/sc/dataset/mainnet/0xee3dc775669d2415cad8b5b424e6c97ad60ebef5.sol,225,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x54e96d609b183196de657fc7380032a96f27f384.sol,180,KA,selfdestruct(addr);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0xd9894dd6e8d4f823bd8bcd1e8a871a295b1cfb07.sol,734,KA,selfdestruct(getOwner());,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x253526a4c4da7f77166033481f14ccc2ca18a606.sol,65,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0xea8b30b0bf4aefb965a8fdf0ccacafd17ad740ad.sol,221,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x77599dabd93aa3169ff10170616d7c3d060193a0.sol,82,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x77599dabd93aa3169ff10170616d7c3d060193a0.sol,86,KA,selfdestruct(_recipient);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xa0a907b90ffeda1326234d612d0cc2e63402d22b.sol,131,KA,selfdestruct(addr);,0.8.3,SWC-106
/bdata2/sc/dataset/mainnet/0x0af02d90d359a4628ace226df184c3e8b4b816ff.sol,384,KA,selfdestruct(msg.sender);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xbdaed67214641b7eda3bf8d7431c3ae5fc46f466.sol,334,KA,selfdestruct(msg.sender);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xe83d5fb2c60b3a2597452e248cf7b2f52a7e731e.sol,437,KA,selfdestruct(address(msg.sender));,0.8.0,SWC-106
/bdata2/sc/dataset/mainnet/0x5d84827b41abefd47af454f77227dab4895c47a9.sol,605,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xc0ADF1CCc703A0a3393892600883A1A91a4E38de.sol,340,KA,selfdestruct(owner);,v0.4.14,SWC-106
/bdata2/sc/dataset/mainnet/0x99e495438e3c94d48cbd9582e421f446a1ead7b8.sol,59,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x22525935cb0f5c27ae025fe5a403bc7a0eb9c857.sol,581,KA,selfdestruct(address(owner()));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x86eca72df81ae76aff0deec01521154f33147e46.sol,726,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x84b773b0a8b2f6f5f0b5d93087414dcf888383d0.sol,39,KA,suicide(msg.sender);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x4dcd68fbaa08976950a3b447194604c6288510eb.sol,308,KA,selfdestruct(vault);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x1231d62a583ad4c9a006ab81b44d3521e1fd6be7.sol,78,KA,selfdestruct(address(msg.sender));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x92e8913a859a553e6c8c6d659ba04e2bf835d83b.sol,2238,KA,suicide(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x218c9175d310e4d111fca8f0a29f9fe46f528e8d.sol,563,KA,selfdestruct(beneficiary);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xeb914da749340266ac474f930c65c2ed4df89922.sol,301,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xeb914da749340266ac474f930c65c2ed4df89922.sol,305,KA,selfdestruct(_recipient);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x16faef437179beedcde3fedbba4d85b89a19495a.sol,1428,KA,selfdestruct(_msgSender());,0.5.17,SWC-106
/bdata2/sc/dataset/mainnet/0xdd5dc6054aa77f21f6f4cee520320f1ef200991f.sol,365,KA,suicide(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0xbff8c925757009c2b0d295f0891c3eb27be78268.sol,469,KA,selfdestruct(adminAddress);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0x87fB4C39f873aEFa0889521eF7BCEbD02E4311c4.sol,145,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x6ee4d5d2dec16454b53c6697b6a5f672935a765f.sol,67,KA,suicide(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x2b684e8905a850a91f5eea913a19dae3926a6703.sol,366,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xe344757aea83ac838f22e757991489993e5d3760.sol,110,KA,selfdestruct(ownerAddress);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0xa3cd2dd81c0115d801282f1711e9656ae2770566.sol,819,KA,selfdestruct(withdraw_to);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xc86b8615fe5262fe2f159ee72247eed5973e6fd0.sol,361,KA,selfdestruct(address(owner));,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0xfc3c1c0550188c649f70e78787c8cd9ff9d3b8d4.sol,161,KA,selfdestruct(destination);,v0.4.11,SWC-106
/bdata2/sc/dataset/mainnet/0x1e5e75c5e30a40d28ddca7e4ee0ba6bb9b8405f5.sol,378,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xfd6ecfe1cc8cc5a0e49961b34c20ba6577c60df8.sol,17,KA,selfdestruct(Owner);,v0.4.17,SWC-106
/bdata2/sc/dataset/mainnet/0xf24f5ce1b6c60077ba50906ccc1674d0b38dede9.sol,39,KA,selfdestruct(x);,v0.4.13,SWC-106
/bdata2/sc/dataset/mainnet/0x9f352d623371eda3a28f9d9c8ca73a5124f2d9fc.sol,309,KA,selfdestruct(compositionAddress);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x8A624fD7C679E9bc9c69bf4aD792c3F625961006.sol,94,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x44165e41f7b3ad798bf4d80b380601ce2ea901f4.sol,39,KA,suicide(msg.sender);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x009109AB7b8CAFf748cdA2F272F36043528Bef2C.sol,362,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x75f97d98eb49989f9af40c49a7a1eb32767214f5.sol,83,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0x940741ad6e3c25df5cd5ec7550b23a889e8ee57a.sol,503,KA,selfdestruct(msg.sender);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xD78E5D95A28a67F7851b0a94505790813A92E405.sol,362,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x9e7145b72abf1d77d5ecd8c2f57e2a518a2e4195.sol,351,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xfa1d63b87f40c92d27bfb255419c1ea8c49086de.sol,225,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0x1040C6Fe8420A85697b03c28ADD9C105bCF3edA8.sol,1006,KA,selfdestruct(creator);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xa9Ca5559cCF6F1Fc946e7dB2a85F6732Bf16D72D.sol,41,KA,selfdestruct(owner);,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0xa57A1377dF22F3e6d9a520943E96FB3ccD2209BC.sol,34,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0xc4940069140142236D4065b866018f7b2BeC77fD.sol,65,KA,selfdestruct(dest);,0.6.11,SWC-106
/bdata2/sc/dataset/mainnet/0x0d49b24f068a9a3ef60576c7a915ffd6844d6fdd.sol,213,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xeac616ebc90cc704ec40f8eb1cd65f8fe7b6811f.sol,425,KA,selfdestruct(address(dev));,0.8.6,SWC-106
/bdata2/sc/dataset/mainnet/0x7d8c2089e764c9020452d21d48035a44510dcfd4.sol,2007,KA,selfdestruct(address(0));,0.5.15,SWC-106
/bdata2/sc/dataset/mainnet/0xE86C98C75450075d096580f843FCd67a858fFd5f.sol,795,KA,selfdestruct(msg.sender);,v0.4.12,SWC-106
/bdata2/sc/dataset/mainnet/0xf0a0116885943f5466cb50ed8cf50b15b3d45801.sol,158,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0xbc2afc039d2bfa67d582ac181dab5be17ec91f82.sol,1926,KA,selfdestruct(msg.sender);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0xe4889fa16ba797a8a51196ec9389e4764576deae.sol,152,KA,selfdestruct(msg.sender);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x01e15429fedbc08dec25e127df09b4af17167f5e.sol,545,KA,selfdestruct(recipient);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xa2cc011e7b1baa8fc99e654e0383b691d884ca47.sol,96,KA,selfdestruct(address(this));,v0.4.20,SWC-106
/bdata2/sc/dataset/mainnet/0x1500770ed4b47ad5016bba98c8a7105b17c06fdb.sol,468,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xb9b971f5c1434d8d28e07a309a2ed421230bf21a.sol,80,KA,selfdestruct(owner);,v0.4.17,SWC-106
/bdata2/sc/dataset/mainnet/0x35e7bbb36227d43dda6caa301c0294e35477d597.sol,296,KA,selfdestruct(msg.sender);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xe1bf5a6123c68A63c5f714dF2898f8Ca7c8854C1.sol,17,KA,selfdestruct(God);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xeafd8b734e32aec64c4b445e9da401427ef63a3a.sol,180,KA,selfdestruct(addr);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xfe878b9e30eaf414fcb6c4d89e3df8a7e094ee4a.sol,69,KA,suicide(msg.sender);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x47e211619a9dbd91c3a9ab4be3b36a1bd60cb344.sol,344,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xa9e3440d5c64e99c77410ec4b15746b835add59e.sol,1295,KA,selfdestruct(ceoAddress);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xa9e3440d5c64e99c77410ec4b15746b835add59e.sol,1306,KA,selfdestruct(storageOwner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xc15e89f2149bcc0cbd5fb204c9e77fe878f1e9b2.sol,608,KA,selfdestruct(address(tokenOwner));,0.8.4,SWC-106
/bdata2/sc/dataset/mainnet/0x645A90D222D46139d72477F1d41a3c970a2880f4.sol,777,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xdc47e1a1147522b5024ed29c82301bcbfda90849.sol,449,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x19aabfec2084e0147b7416f70ee8e759c38ff9fa.sol,216,KA,selfdestruct(msg.sender);,0.4.26,SWC-106
/bdata2/sc/dataset/mainnet/0x0A3238c9F12bd5ee2f9154BFFd3878c5b4078493.sol,179,KA,selfdestruct(withdrawalAddress);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x9b3554e6fc4f81531f6d43b611258bd1058ef6d5.sol,85,KA,selfdestruct(msg.sender);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xff08da5add3e994788a572643dc5a91eaec0636a.sol,18,KA,selfdestruct(address(address(102819361987551026757211280075665993549003869320)));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x55aa33f42d79dbd3f1885b410e4796d641549bc3.sol,464,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xfc91c862dbed337369015f5b244bee027fb135e4.sol,137,KA,selfdestruct(msg.sender);,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0xed5bb8204d60aaea47b2d7e95fce0eb3c47a65a2.sol,722,KA,selfdestruct(address(owner()));,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0x6ab36640474e10e27ed86fb009a488f68a5f269d.sol,562,KA,selfdestruct(msg.sender);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xbd2ed3e85faa3433c068c7b3f9c8c7d839ce88d7.sol,573,KA,selfdestruct(owner);,v0.4.17,SWC-106
/bdata2/sc/dataset/mainnet/0x8e4254c212c521c5f88a1f039338e067a06b1dfa.sol,1707,KA,selfdestruct(_recipient);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x870ed69ed12430c6a3d4abdb30c7eeb1918c62b1.sol,65,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0x139d9397274bb9e2c29a9aa8aa0b5874d30d62e3.sol,369,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x139d9397274bb9e2c29a9aa8aa0b5874d30d62e3.sol,373,KA,selfdestruct(_recipient);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x85d3addef1a2b104edb5c1e9475b6d5496fd5138.sol,489,KA,suicide(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xfea15f60f4bb409c77a798e2611dca661bece942.sol,420,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x0a25400e0b185077bd0d52a1cac7e46e38aa585e.sol,236,KA,selfdestruct(owner);,v0.4.17,SWC-106
/bdata2/sc/dataset/mainnet/0x0a25400e0b185077bd0d52a1cac7e46e38aa585e.sol,409,KA,selfdestruct(owner);,v0.4.17,SWC-106
/bdata2/sc/dataset/mainnet/0x168848b7ec6c61bd452ee6e74ae85b07cc3b8d17.sol,426,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0xde2667febd1499b698a15de4a01b991a30afae59.sol,917,KA,selfdestruct(address(msg.sender));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x62712b94ef00e75614dc4f7a9f1d78e49e929a3a.sol,560,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x0a1524bfbb8905de0a3b15bdf8d678e7fb9c8c68.sol,301,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0xcf3a1ba564180b2e583da7ef03d1a40b539c3b3c.sol,91,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xa6303bb076a1ff08df3cf00212cdc01500ff13fe.sol,677,KA,selfdestruct(to);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0x1f37e131d1127de0e112fc96d5fa53ebe6f82177.sol,36,KA,selfdestruct(owner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x6f8544edb3f513845135b0efa907f4b6b9c2c92e.sol,742,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xd8625ada877773b76636a1c8519c5f9e3be6e243.sol,415,KA,selfdestruct(address(msg.sender));,0.8.7,SWC-106
/bdata2/sc/dataset/mainnet/0x8fc489fb4999c57c4ffb31b8df2388666797239b.sol,334,KA,selfdestruct(_to);,v0.4.11,SWC-106
/bdata2/sc/dataset/mainnet/0x543e9c99addfc7c6fa158359019fd8f530334396.sol,262,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x9eead2301792af12115d125c48966246e5b455a1.sol,184,KA,selfdestruct(burn);,v0.4.22,SWC-106
/bdata2/sc/dataset/mainnet/0x772932a7093f5f3fba00a9339abf01c47a660499.sol,212,KA,selfdestruct(contractOwner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0xcb4fc459c926e5e10b698009f6f3c1ed658faef7.sol,47,KA,selfdestruct(owner);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x706f53175d91cf03381e31df39728c6bac352f2c.sol,3443,KA,selfdestruct(address(0));,0.5.15,SWC-106
/bdata2/sc/dataset/mainnet/0x5a13fb126ff58a66e09b79de8777d3f62d4e7161.sol,158,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0x04fd2dc8979d92bba530fd78be5296adc6ed5d43.sol,344,KA,selfdestruct(owner);,v0.4.21,SWC-106
/bdata2/sc/dataset/mainnet/0xd1ceeeef70c61da45800bd81be3352160ad72f2a.sol,115,KA,selfdestruct(owner);,v0.4.23,SWC-106
/bdata2/sc/dataset/mainnet/0xd1b5cb3a6ea812c8c444e8d7d5692905df097c0e.sol,387,KA,selfdestruct(creator);,v0.4.25,SWC-106
/bdata2/sc/dataset/mainnet/0x84C11db586E28544C64f31D8836f07703aF2e141.sol,83,KA,selfdestruct(owner);,v0.4.18,SWC-106
/bdata2/sc/dataset/mainnet/0x2fe468219e40b732ee43dc5c1d6295bd796e5705.sol,680,KA,selfdestruct(terminator);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x179d2b800fa10cca26f8901707120dbae20641cc.sol,325,KA,selfdestruct(owner);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0xff31e3921f5bef7dcea1b01c9f7ed1153beddfdd.sol,290,KA,selfdestruct(msg.sender);,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0x6467a24950451b3abd6654fb6d8ae01635dcfe00.sol,404,KA,selfdestruct(address(msg.sender));,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x8ad5b423096548ff65f4fc3c8bca404dea8c66eb.sol,169,KA,selfdestruct(_owner_of_contract_resolver);,v0.4.19,SWC-106
/bdata2/sc/dataset/mainnet/0x85e330f4d168003a0a65ffc3a96ecbb9634415ed.sol,436,KA,selfdestruct(_profitOwner);,v0.4.24,SWC-106
/bdata2/sc/dataset/mainnet/0x633d4a2a8d5f498dfbb8a9f59230f0a9d1446df4.sol,225,KA,selfdestruct(owner);,v0.4.16,SWC-106
/bdata2/sc/dataset/mainnet/0xb2f6ebe8e606e7b18c78b19a3c5969618fa599da.sol,156,KA,selfdestruct(owner);,v0.4.15,SWC-106
/bdata2/sc/dataset/mainnet/0xffc42ae9681e962b27f525e771e6087790b5f281.sol,417,KA,selfdestruct(address(dev));,0.8.6,SWC-106
