address,location,filepath,vulnerability,category,information,compiler,SWC_ID
/bdata2/sc/dataset/mainnet/0xa5564a2d1190a141cac438c9fde686ac48a18a79.sol,744,/bdata2/sc/dataset/mainnet/0xa5564a2d1190a141cac438c9fde686ac48a18a79.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.16,SWC-101
/bdata2/sc/dataset/mainnet/0xd3B2A3A3Faef1501755b290089d4dAaFdb6167c7.sol,1066,/bdata2/sc/dataset/mainnet/0xd3B2A3A3Faef1501755b290089d4dAaFdb6167c7.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.12,SWC-101
/bdata2/sc/dataset/mainnet/0xd3B2A3A3Faef1501755b290089d4dAaFdb6167c7.sol,1109,/bdata2/sc/dataset/mainnet/0xd3B2A3A3Faef1501755b290089d4dAaFdb6167c7.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.12,SWC-101
/bdata2/sc/dataset/mainnet/0xc97C7F6e60Fdd610A0fCA4792BbBD1dbD028d474.sol,235,/bdata2/sc/dataset/mainnet/0xc97C7F6e60Fdd610A0fCA4792BbBD1dbD028d474.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.9,SWC-101
/bdata2/sc/dataset/mainnet/0x6beF3353cd4dE97AF0B6ECa10921ef0F03b2fc51.sol,743,/bdata2/sc/dataset/mainnet/0x6beF3353cd4dE97AF0B6ECa10921ef0F03b2fc51.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.4,SWC-101
/bdata2/sc/dataset/mainnet/0x1Ed9C8BD3DccB85f704A5287444B552F9d5E1a26.sol,334,/bdata2/sc/dataset/mainnet/0x1Ed9C8BD3DccB85f704A5287444B552F9d5E1a26.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.7,SWC-101
/bdata2/sc/dataset/mainnet/0x08A72a8A49DEbB183ac5C0F25053C23C863C9a72.sol,2804,/bdata2/sc/dataset/mainnet/0x08A72a8A49DEbB183ac5C0F25053C23C863C9a72.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.17,SWC-101
/bdata2/sc/dataset/mainnet/0x01BCf03eCfeDe8e38c18C2b5Dc48cd5bd0006237.sol,1444,/bdata2/sc/dataset/mainnet/0x01BCf03eCfeDe8e38c18C2b5Dc48cd5bd0006237.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.17,SWC-101
/bdata2/sc/dataset/mainnet/0x4f2f1f002989533ee275948739bc7d8957e92da9.sol,310,/bdata2/sc/dataset/mainnet/0x4f2f1f002989533ee275948739bc7d8957e92da9.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.7,SWC-101
/bdata2/sc/dataset/mainnet/0x4f2f1f002989533ee275948739bc7d8957e92da9.sol,319,/bdata2/sc/dataset/mainnet/0x4f2f1f002989533ee275948739bc7d8957e92da9.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.7,SWC-101
