address,location,filepath,vulnerability,severity,column,compiler,SWC_ID
/bdata2/sc/dataset/mainnet/0x1513223c8fbeb5dc6a19fb757dab7a6adb22ee05.sol,788,/bdata2/sc/dataset/mainnet/0x1513223c8fbeb5dc6a19fb757dab7a6adb22ee05.sol,SOLIDITY_VAR,2,8,v0.4.23,SWC-101
/bdata2/sc/dataset/mainnet/0x1513223c8fbeb5dc6a19fb757dab7a6adb22ee05.sol,882,/bdata2/sc/dataset/mainnet/0x1513223c8fbeb5dc6a19fb757dab7a6adb22ee05.sol,SOLIDITY_VAR,2,12,v0.4.23,SWC-101
/bdata2/sc/dataset/mainnet/0x6a72b9813003dbda09b6c03ef9f2521086022585.sol,788,/bdata2/sc/dataset/mainnet/0x6a72b9813003dbda09b6c03ef9f2521086022585.sol,SOLIDITY_VAR,2,8,v0.4.23,SWC-101
/bdata2/sc/dataset/mainnet/0x6a72b9813003dbda09b6c03ef9f2521086022585.sol,882,/bdata2/sc/dataset/mainnet/0x6a72b9813003dbda09b6c03ef9f2521086022585.sol,SOLIDITY_VAR,2,12,v0.4.23,SWC-101
/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,102,/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,SOLIDITY_VAR,2,2,v0.4.18,SWC-101
/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,190,/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,SOLIDITY_VAR,2,8,v0.4.18,SWC-101
/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,191,/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,SOLIDITY_VAR,2,8,v0.4.18,SWC-101
/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,235,/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,SOLIDITY_VAR,2,2,v0.4.18,SWC-101
/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,298,/bdata2/sc/dataset/mainnet/0x3f5d8e4b7a68f30735de6349c37cee1fec9f383d.sol,SOLIDITY_VAR,2,8,v0.4.18,SWC-101
/bdata2/sc/dataset/mainnet/0xba5a17713f5b29b94a55f813ae7e2e20066546de.sol,472,/bdata2/sc/dataset/mainnet/0xba5a17713f5b29b94a55f813ae7e2e20066546de.sol,SOLIDITY_VAR,2,8,v0.4.19,SWC-101
/bdata2/sc/dataset/mainnet/0x3f30b7eedb2bedf4a8600b7ee5bb2b3162ef13d8.sol,906,/bdata2/sc/dataset/mainnet/0x3f30b7eedb2bedf4a8600b7ee5bb2b3162ef13d8.sol,SOLIDITY_VAR,2,13,v0.4.21,SWC-101
/bdata2/sc/dataset/mainnet/0x1c923bc27998465f0b197ef73c7aeec9359169d3.sol,867,/bdata2/sc/dataset/mainnet/0x1c923bc27998465f0b197ef73c7aeec9359169d3.sol,SOLIDITY_VAR,2,13,v0.4.16,SWC-101
/bdata2/sc/dataset/mainnet/0x7e169Ef0a7915F9E6904b13308F9C995D2c295D6.sol,330,/bdata2/sc/dataset/mainnet/0x7e169Ef0a7915F9E6904b13308F9C995D2c295D6.sol,SOLIDITY_VAR,2,8,v0.4.16,SWC-101
/bdata2/sc/dataset/mainnet/0x7e169Ef0a7915F9E6904b13308F9C995D2c295D6.sol,961,/bdata2/sc/dataset/mainnet/0x7e169Ef0a7915F9E6904b13308F9C995D2c295D6.sol,SOLIDITY_VAR,2,8,v0.4.16,SWC-101
/bdata2/sc/dataset/mainnet/0x7e169Ef0a7915F9E6904b13308F9C995D2c295D6.sol,988,/bdata2/sc/dataset/mainnet/0x7e169Ef0a7915F9E6904b13308F9C995D2c295D6.sol,SOLIDITY_VAR,2,8,v0.4.16,SWC-101
/bdata2/sc/dataset/mainnet/0xf4c716ec3a201b960ca75a74452e663b00cf58b9.sol,330,/bdata2/sc/dataset/mainnet/0xf4c716ec3a201b960ca75a74452e663b00cf58b9.sol,SOLIDITY_VAR,2,8,v0.4.16,SWC-101
/bdata2/sc/dataset/mainnet/0xf4c716ec3a201b960ca75a74452e663b00cf58b9.sol,961,/bdata2/sc/dataset/mainnet/0xf4c716ec3a201b960ca75a74452e663b00cf58b9.sol,SOLIDITY_VAR,2,8,v0.4.16,SWC-101
/bdata2/sc/dataset/mainnet/0xf4c716ec3a201b960ca75a74452e663b00cf58b9.sol,988,/bdata2/sc/dataset/mainnet/0xf4c716ec3a201b960ca75a74452e663b00cf58b9.sol,SOLIDITY_VAR,2,8,v0.4.16,SWC-101
/bdata2/sc/dataset/mainnet/0x246fb400aa06bb8014584fdaa8a6783730a93b0d.sol,958,/bdata2/sc/dataset/mainnet/0x246fb400aa06bb8014584fdaa8a6783730a93b0d.sol,SOLIDITY_VAR,2,4,v0.4.24,SWC-101
/bdata2/sc/dataset/mainnet/0x246fb400aa06bb8014584fdaa8a6783730a93b0d.sol,1418,/bdata2/sc/dataset/mainnet/0x246fb400aa06bb8014584fdaa8a6783730a93b0d.sol,SOLIDITY_VAR,2,8,v0.4.24,SWC-101
/bdata2/sc/dataset/mainnet/0x2101ba900918345003585b0a17de91570609d706.sol,908,/bdata2/sc/dataset/mainnet/0x2101ba900918345003585b0a17de91570609d706.sol,SOLIDITY_VAR,1,2,v0.4.11,SWC-101
/bdata2/sc/dataset/mainnet/0x2101ba900918345003585b0a17de91570609d706.sol,914,/bdata2/sc/dataset/mainnet/0x2101ba900918345003585b0a17de91570609d706.sol,SOLIDITY_VAR,1,2,v0.4.11,SWC-101
/bdata2/sc/dataset/mainnet/0xec34d45fde0836d50ac8438f8442002b588435c0.sol,133,/bdata2/sc/dataset/mainnet/0xec34d45fde0836d50ac8438f8442002b588435c0.sol,SOLIDITY_VAR,2,16,v0.4.15,SWC-101
/bdata2/sc/dataset/mainnet/0xfc4f1acaaed191715cd50b9bc5311f7ad076424e.sol,141,/bdata2/sc/dataset/mainnet/0xfc4f1acaaed191715cd50b9bc5311f7ad076424e.sol,SOLIDITY_VAR,2,16,v0.4.15,SWC-101
/bdata2/sc/dataset/mainnet/0xa11e4ed59dc94e69612f3111942626ed513cb172.sol,36,/bdata2/sc/dataset/mainnet/0xa11e4ed59dc94e69612f3111942626ed513cb172.sol,SOLIDITY_VAR,2,8,v0.4.15,SWC-101
/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,131,/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,SOLIDITY_VAR,2,2,v0.4.23,SWC-101
/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,219,/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,SOLIDITY_VAR,2,8,v0.4.23,SWC-101
/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,220,/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,SOLIDITY_VAR,2,8,v0.4.23,SWC-101
/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,264,/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,SOLIDITY_VAR,2,2,v0.4.23,SWC-101
/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,327,/bdata2/sc/dataset/mainnet/0xc27ead2d333d73db43323ebd2d7f1dbced1ec812.sol,SOLIDITY_VAR,2,8,v0.4.23,SWC-101
/bdata2/sc/dataset/mainnet/0x7cfcf4d781de39588ca516565134da4aee71f94d.sol,878,/bdata2/sc/dataset/mainnet/0x7cfcf4d781de39588ca516565134da4aee71f94d.sol,SOLIDITY_VAR,2,13,v0.4.18,SWC-101
/bdata2/sc/dataset/mainnet/0x7cfcf4d781de39588ca516565134da4aee71f94d.sol,1188,/bdata2/sc/dataset/mainnet/0x7cfcf4d781de39588ca516565134da4aee71f94d.sol,SOLIDITY_VAR,2,8,v0.4.18,SWC-101
/bdata2/sc/dataset/mainnet/0x59b377e27d5ffde264b30beda2786e452d69213a.sol,133,/bdata2/sc/dataset/mainnet/0x59b377e27d5ffde264b30beda2786e452d69213a.sol,SOLIDITY_VAR,2,2,v0.4.19,SWC-101
/bdata2/sc/dataset/mainnet/0x24b995ac53f7916923bc594d506ffc34fe3fc78c.sol,334,/bdata2/sc/dataset/mainnet/0x24b995ac53f7916923bc594d506ffc34fe3fc78c.sol,SOLIDITY_VAR,2,4,v0.4.13,SWC-101
/bdata2/sc/dataset/mainnet/0x4f60d5605b4ceb8db307024eb5481af8e90ccfc7.sol,85,/bdata2/sc/dataset/mainnet/0x4f60d5605b4ceb8db307024eb5481af8e90ccfc7.sol,SOLIDITY_VAR,2,8,v0.4.13,SWC-101
/bdata2/sc/dataset/mainnet/0xed1c69227e2bccc22e2d0a3e61b45be032c70fb9.sol,48,/bdata2/sc/dataset/mainnet/0xed1c69227e2bccc22e2d0a3e61b45be032c70fb9.sol,SOLIDITY_VAR,2,9,v0.4.11,SWC-101
