address,location,filepath,vulnerability,compiler,SWC_ID
/bdata2/sc/dataset/mainnet/0xC1b97aB9eF18EeE338a381c6f74470AA5C567283.sol,428.0,/bdata2/sc/dataset/mainnet_bytecode/0xC1b97aB9eF18EeE338a381c6f74470AA5C567283.rt.hex,AccessibleSelfdestruct,0.8.10,SWC-106
/bdata2/sc/dataset/mainnet/0x499cE25DF2690fea77467e835E0ECE7e047D7F1f.sol,408.0,/bdata2/sc/dataset/mainnet_bytecode/0x499cE25DF2690fea77467e835E0ECE7e047D7F1f.rt.hex,AccessibleSelfdestruct,0.8.10,SWC-106
/bdata2/sc/dataset/mainnet/0x9172c52bf412de76e080bd595f8f8c55f0ff867c.sol,288.0,/bdata2/sc/dataset/mainnet_bytecode/0x9172c52bf412de76e080bd595f8f8c55f0ff867c.rt.hex,AccessibleSelfdestruct,0.8.11,SWC-106
/bdata2/sc/dataset/mainnet/0xcA49e64FE1FE8be40ED30F682edA1b27a6c8611c.sol,408.0,/bdata2/sc/dataset/mainnet_bytecode/0xcA49e64FE1FE8be40ED30F682edA1b27a6c8611c.rt.hex,AccessibleSelfdestruct,0.8.10,SWC-106
/bdata2/sc/dataset/mainnet/0x45F17B18134B4398468A5bcdCdf22f0e1cAbEad5.sol,380.0,/bdata2/sc/dataset/mainnet_bytecode/0x45F17B18134B4398468A5bcdCdf22f0e1cAbEad5.rt.hex,AccessibleSelfdestruct,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x783c649424e89c58727770f11312b2f54bc01e38.sol,1442.0,/bdata2/sc/dataset/mainnet_bytecode/0x783c649424e89c58727770f11312b2f54bc01e38.rt.hex,AccessibleSelfdestruct,0.8.17,SWC-106
/bdata2/sc/dataset/mainnet/0xA9416Ce1dBDE8D331210C07B5C253D94ee4cC3Fd.sol,116.0,/bdata2/sc/dataset/mainnet_bytecode/0xA9416Ce1dBDE8D331210C07B5C253D94ee4cC3Fd.rt.hex,AccessibleSelfdestruct,0.6.12,SWC-106
/bdata2/sc/dataset/mainnet/0x8b71843e8aec78ec376cbb460e218646f8fa8e80.sol,30.0,/bdata2/sc/dataset/mainnet_bytecode/0x8b71843e8aec78ec376cbb460e218646f8fa8e80.rt.hex,AccessibleSelfdestruct,0.7.6,SWC-106
/bdata2/sc/dataset/mainnet/0x3eb82f2ed4d992dc0bed328214a0907250f4ec82.sol,56.0,/bdata2/sc/dataset/mainnet_bytecode/0x3eb82f2ed4d992dc0bed328214a0907250f4ec82.rt.hex,AccessibleSelfdestruct,0.8.3,SWC-106
/bdata2/sc/dataset/mainnet/0xde2667febd1499b698a15de4a01b991a30afae59.sol,917.0,/bdata2/sc/dataset/mainnet_bytecode/0xde2667febd1499b698a15de4a01b991a30afae59.rt.hex,AccessibleSelfdestruct,0.8.7,SWC-106
